duration;unit;convert;duration_conv;unit_conv
11.4;d;no;11.4;d
1140;mi;yes;19;h
114.2;mi;no;114.2;mi
114.49;mi;no;114.49;mi
114.5;d;no;114.5;d
114.5;mi;no;114.5;mi
11.46;d;no;11.46;d
1147;h;yes;47.7916666667;d
114.8;h;no;114.8;h
114.9;h;no;114.9;h
11.5;mi;no;11.5;mi
1154;mi;yes;19.2333333333;h
115.8;mi;no;115.8;mi
1.16;h;yes;69.6;mi
116.01;mi;no;116.01;mi
116.47;h;no;116.47;h
1165;d;no;1165;d
11.65;mi;no;11.65;mi
11.67;h;no;11.67;h
116.7;mi;no;116.7;mi
117;d;no;117;d
117;mi;no;117;mi
11.7;mi;no;11.7;mi
1171;mi;yes;19.5166666667;h
117.6;h;no;117.6;h
11761.27;mi;yes;8.1675486111;d
11.8;mi;no;11.8;mi
118;mi;no;118;mi
1185;mi;yes;19.75;h
11.86;h;no;11.86;h
118.9;h;no;118.9;h
11.9;d;no;11.9;d
11.9;mi;no;11.9;mi
1191;mi;yes;19.85;h
11.91;d;no;11.91;d
1192.4;mi;yes;19.8733333333;h
119.5;h;no;119.5;h
119.73;mi;no;119.73;mi
12;hph;no;12;remove
120;dpp;no;120;remove
12.04;h;no;12.04;h
1207;mi;yes;20.1166666667;h
1209;mi;yes;20.15;h
121;mi;no;121;mi
12.1;h;no;12.1;h
1210;mi;yes;20.1666666667;h
12.13;h;no;12.13;h
121.3;mi;no;121.3;mi
1215.01;mi;yes;20.2501666667;h
122;mi;no;122;mi
12.23;d;no;12.23;d
122.34;mi;no;122.34;mi
122.4;h;yes;5.1;d
1227;h;yes;51.125;d
123;mi;no;123;mi
1.23;d;yes;29.52;h
1231;mi;yes;20.5166666667;h
12.33;d;no;12.33;d
124;mi;no;124;mi
124.2;mi;no;124.2;mi
124.3;h;yes;5.1791666667;d
12.45;h;no;12.45;h
124.5;mi;no;124.5;mi
12.47;d;no;12.47;d
124.77;mi;no;124.77;mi
1.25;d;yes;30;h
12.5;mo;yes;375;d
125.1;mi;no;125.1;mi
12.58;h;no;12.58;h
12.6;d;no;12.6;d
1262;mi;yes;21.0333333333;h
1267;h;yes;52.7916666667;d
12.67;h;no;12.67;h
127;mi;no;127;mi
12.7;mi;no;12.7;mi
127.1;h;yes;5.2958333333;d
1272;h;yes;53;d
1.277;d;yes;30.648;h
12775;mi;yes;8.8715277778;d
1278;mi;yes;21.3;h
12.8;d;no;12.8;d
12.8;h;no;12.8;h
128.34;mi;no;128.34;mi
129;h;yes;5.375;d
1.29;d;yes;30.96;h
12.9;d;no;12.9;d
129.2;mi;no;129.2;mi
12.99;d;no;12.99;d
13;dph;no;13;remove
1300;mi;yes;21.6666666667;h
13.01;h;no;13.01;h
13.07;d;no;13.07;d
13.08;h;no;13.08;h
1309;mi;yes;21.8166666667;h
131;mi;no;131;mi
131.36;mi;no;131.36;mi
13.16;mi;no;13.16;mi
131.7;mi;no;131.7;mi
1318;h;yes;54.9166666667;d
13.2;d;no;13.2;d
13.2;mi;no;13.2;mi
1.321;d;yes;31.704;h
133;mi;no;133;mi
13.31;d;no;13.31;d
13.33;h;no;13.33;h
1.34;d;yes;32.16;h
1.34;h;yes;80.4;mi
13.4;d;no;13.4;d
134.86;mi;no;134.86;mi
1.35;d;yes;32.4;h
13.5;mo;yes;405;d
135.1;h;yes;5.6291666667;d
13.53;h;no;13.53;h
1354;mi;yes;22.5666666667;h
135.6;h;yes;5.65;d
1358;h;yes;56.5833333333;d
135.8;h;yes;5.6583333333;d
136;mi;no;136;mi
1360;mi;yes;22.6666666667;h
1367;mi;yes;22.7833333333;h
13.67;h;no;13.67;h
13.73;h;no;13.73;h
1374;mi;yes;22.9;h
1.38;h;yes;82.8;mi
13.8;wk;yes;96.6;d
1.382;d;yes;33.168;h
13.82;h;no;13.82;h
138.363;h;yes;5.765125;d
13.9;mo;yes;417;d
139.3;h;yes;5.8041666667;d
139.3;mi;no;139.3;mi
1.394;d;yes;33.456;h
139.6;mi;no;139.6;mi
14;ge;no;14;remove
14;hph;no;14;remove
14;yr;no;14;yr
1.4;d;yes;33.6;h
1400;h;yes;58.3333333333;d
1400;mi;yes;23.3333333333;h
140.39;h;yes;5.8495833333;d
141;hpf;no;141;remove
14.1;d;no;14.1;d
1.414;d;yes;33.936;h
14.14;h;no;14.14;h
142;hpf;no;142;remove
14.2;h;no;14.2;h
1.43;h;yes;85.8;mi
14.33;d;no;14.33;d
1434;mi;yes;23.9;h
14.38;h;no;14.38;h
144;d;no;144;d
1441;mi;yes;24.0166666667;h
14420;mi;yes;10.0138888889;d
14427;mi;yes;10.01875;d
14430;mi;yes;10.0208333333;d
14433;mi;yes;10.0229166667;d
14434;mi;yes;10.0236111111;d
14436;mi;yes;10.025;d
1444;mi;yes;24.0666666667;h
14.44;d;no;14.44;d
14441;mi;yes;10.0284722222;d
14452;mi;yes;10.0361111111;d
14471;mi;yes;10.0493055556;d
1448;mi;yes;24.1333333333;h
1449;mi;yes;24.15;h
14494;mi;yes;10.0652777778;d
1455;mi;yes;24.25;h
14564;mi;yes;10.1138888889;d
145.8;mi;no;145.8;mi
146;mi;no;146;mi
1.46;h;yes;87.6;mi
14.6;h;no;14.6;h
14.6;mi;no;14.6;mi
14606;mi;yes;10.1430555556;d
146.08;mi;no;146.08;mi
14617;mi;yes;10.1506944444;d
1.468;d;yes;35.232;h
146.8;mi;no;146.8;mi
147;mi;no;147;mi
14.7;mi;no;14.7;mi
14.75;d;no;14.75;d
1478;mi;yes;24.6333333333;h
14.8;d;no;14.8;d
14.8;mi;no;14.8;mi
148.1;h;yes;6.1708333333;d
148.3;h;yes;6.1791666667;d
149;mi;no;149;mi
1499;s;no;1499;s
15;wph;no;15;remove
1.5;ge;no;1.5;remove
1500;mi;yes;25;h
150.4;h;yes;6.2666666667;d
150.5;h;yes;6.2708333333;d
15.1;d;no;15.1;d
15.1;mi;no;15.1;mi
1512;s;no;1512;s
15.2;mi;no;15.2;mi
15.26;h;no;15.26;h
152.62;mi;no;152.62;mi
1.527;d;yes;36.648;h
153;dph;no;153;remove
153;mi;no;153;mi
153.8;h;yes;6.4083333333;d
154;mi;no;154;mi
1.54;h;yes;92.4;mi
15.4;d;no;15.4;d
15.4;mo;yes;462;d
154;h;yes;6.4166666667;d
15.41;d;no;15.41;d
1.549;d;yes;37.176;h
15.51;d;no;15.51;d
1552;mi;yes;25.8666666667;h
155.41;h;yes;6.4754166667;d
1.56;h;yes;93.6;mi
156.4;h;yes;6.5166666667;d
1568;h;yes;65.3333333333;d
156.92;mi;no;156.92;mi
156.93;mi;no;156.93;mi
1.57;h;yes;94.2;mi
15.7;h;no;15.7;h
15.71;d;no;15.71;d
15.75;h;no;15.75;h
15.77;h;no;15.77;h
158;h;yes;6.5833333333;d
1580;mi;yes;26.3333333333;h
1585;h;yes;66.0416666667;d
158.5;mi;no;158.5;mi
158.7;h;yes;6.6125;d
159;d;no;159;d
15.9;h;no;15.9;h
1595.5;mi;yes;26.5916666667;h
1600;h;yes;66.6666666667;d
16040;mi;yes;11.1388888889;d
160.7;h;yes;6.6958333333;d
16.08;h;no;16.08;h
161;mi;no;161;mi
1.61;h;yes;96.6;mi
16.1;d;no;16.1;d
1610;mi;yes;26.8333333333;h
1614;mi;yes;26.9;h
161.5;d;no;161.5;d
161.7;mi;no;161.7;mi
162;mi;no;162;mi
16.2;d;no;16.2;d
16.2;h;no;16.2;h
1620;mi;yes;27;h
16.31;d;no;16.31;d
1632;mi;yes;27.2;h
16.33;h;no;16.33;h
163.6;mi;no;163.6;mi
16.4;d;no;16.4;d
16.4;mo;yes;492;d
164;mi;no;164;mi
16.43;h;no;16.43;h
1646;mi;yes;27.4333333333;h
1.65;h;yes;99;mi
16.53;h;no;16.53;h
16.6;h;no;16.6;h
16.6;d;no;16.6;d
1662;mi;yes;27.7;h
167;mi;no;167;mi
16.7;h;no;16.7;h
16.7;mi;no;16.7;mi
16.72;h;no;16.72;h
168;mi;no;168;mi
1.68;h;yes;100.8;mi
16.8;h;no;16.8;h
169;d;no;169;d
169;s;no;169;s
16.99;d;no;16.99;d
17;dpf;no;17;remove
170.52;mi;no;170.52;mi
170.7;mi;no;170.7;mi
17.08;d;no;17.08;d
170.9;d;no;170.9;d
17.11;d;no;17.11;d
171.21;h;yes;7.13375;d
17.13;d;no;17.13;d
17.18;h;no;17.18;h
172;h;yes;7.1666666667;d
172;mi;no;172;mi
172.5;mi;no;172.5;mi
172.6;d;no;172.6;d
173;h;yes;7.2083333333;d
1.73;h;yes;103.8;mi
17.3;d;no;17.3;d
1730;mi;yes;28.8333333333;h
173.62;h;yes;7.2341666667;d
17.37;h;no;17.37;h
173.7;h;yes;7.2375;d
174;h;yes;7.25;d
1.74;h;yes;104.4;mi
17.4;mi;no;17.4;mi
1748;mi;yes;29.1333333333;h
1.75;d;yes;42;h
17.5;d;no;17.5;d
1767;mi;yes;29.45;h
177;d;no;177;d
177;h;yes;7.375;d
17.7;d;no;17.7;d
17.7;h;no;17.7;h
17.7;mi;no;17.7;mi
17.78;h;no;17.78;h
17.8;d;no;17.8;d
17.8;h;no;17.8;h
1783;mi;yes;29.7166666667;h
178.3;mi;no;178.3;mi
178.49;h;yes;7.4370833333;d
179;mi;no;179;mi
17.91;h;no;17.91;h
1.794;d;yes;43.056;h
1795;mi;yes;29.9166666667;h
1.8;d;yes;43.2;h
1.8;mi;no;1.8;mi
1801;mi;yes;30.0166666667;h
180.4;h;yes;7.5166666667;d
181.12;mi;no;181.12;mi
181.24;mi;no;181.24;mi
18.14;d;no;18.14;d
182;d;no;182;d
1.82;d;yes;43.68;h
18.2;mi;no;18.2;mi
1820;mi;yes;30.3333333333;h
182.03;mi;no;182.03;mi
1826;mi;yes;30.4333333333;h
18.28;d;no;18.28;d
18.28;h;no;18.28;h
18.35;d;no;18.35;d
183.89;mi;no;183.89;mi
184;d;no;184;d
1.84;h;yes;110.4;mi
1842;mi;yes;30.7;h
18.49;d;no;18.49;d
1.85;d;yes;44.4;h
1.85;h;yes;111;mi
18.5;mi;no;18.5;mi
185.24;mi;no;185.24;mi
18.53;d;no;18.53;d
18.59;h;no;18.59;h
186;mi;no;186;mi
18.6;h;no;18.6;h
18.7;d;no;18.7;d
18.7;h;no;18.7;h
1.88;h;yes;112.8;mi
1.88;mi;no;1.88;mi
18.8;h;no;18.8;h
18.8;mi;no;18.8;mi
1883;mi;yes;31.3833333333;h
1.89;h;yes;113.4;mi
19.05;h;no;19.05;h
191;h;yes;7.9583333333;d
191.25;mi;no;191.25;mi
1.913;d;yes;45.912;h
19.17;d;no;19.17;d
192;d;no;192;d
192;hpf;no;192;remove
192;mi;no;192;mi
1920;mi;yes;32;h
193;mi;no;193;mi
19.3;d;no;19.3;d
1.933;mi;no;1.933;mi
19.36;h;no;19.36;h
194;d;no;194;d
194;mi;no;194;mi
1.941;d;yes;46.584;h
194.3;h;yes;8.0958333333;d
1947;mi;yes;32.45;h
19.6;h;no;19.6;h
19.6;mi;no;19.6;mi
196;mi;no;196;mi
19.67;d;no;19.67;d
1969;mi;yes;32.8166666667;h
197;h;yes;8.2083333333;d
1.97;h;yes;118.2;mi
197.2;h;yes;8.2166666667;d
1.98;h;yes;118.8;mi
1995;mi;yes;33.25;h
1.996;d;yes;47.904;h
2;dpe;no;2;remove
2;dph;no;2;remove
20;dpf;no;20;remove
20;s;no;20;s
2.01;h;yes;120.6;mi
20.15;d;no;20.15;d
20167;mi;yes;14.0048611111;d
202;h;yes;8.4166666667;d
202;mi;no;202;mi
202.08;mi;no;202.08;mi
202.85;h;yes;8.4520833333;d
203;h;yes;8.4583333333;d
203;mi;no;203;mi
2.03;h;yes;121.8;mi
20.35;d;no;20.35;d
204;mi;no;204;mi
2.04;h;yes;122.4;mi
20463;mi;yes;14.2104166667;d
20.48;h;no;20.48;h
205;mi;no;205;mi
2.05;h;yes;123;mi
20.5;mi;no;20.5;mi
20.52;h;no;20.52;h
2056;mi;yes;34.2666666667;h
206;mi;no;206;mi
20.6;h;no;20.6;h
206.24;h;yes;8.5933333333;d
2.069;d;yes;49.656;h
207;mi;no;207;mi
20.7;d;no;20.7;d
2.076;mi;no;2.076;mi
20.78;h;no;20.78;h
208;mi;no;208;mi
2.08;h;yes;124.8;mi
208.6;h;yes;8.6916666667;d
20.9;d;no;20.9;d
21;dpf;no;21;remove
2.1;mi;no;2.1;mi
210;h;yes;8.75;d
2103;mi;yes;35.05;h
21.07;d;no;21.07;d
21.08;h;no;21.08;h
211;h;yes;8.7916666667;d
21.1;h;no;21.1;h
21.15;h;no;21.15;h
211.6;h;yes;8.8166666667;d
2117;mi;yes;35.2833333333;h
212;d;no;212;d
212;mi;no;212;mi
21.2;d;no;21.2;d
21.25;h;no;21.25;h
213;mi;no;213;mi
21.33;d;no;21.33;d
2.146;d;yes;51.504;h
215;d;no;215;d
215;h;yes;8.9583333333;d
2.15;d;yes;51.6;h
2157;s;no;2157;s
215.7;h;yes;8.9875;d
2.16;h;yes;129.6;mi
2160;h;yes;90;d
2162;mi;yes;36.0333333333;h
21.66;d;no;21.66;d
21.67;h;no;21.67;h
217;mi;no;217;mi
21.75;h;no;21.75;h
218;d;no;218;d
21.8;d;no;21.8;d
21.85;d;no;21.85;d
219;mi;no;219;mi
219;s;no;219;s
2.19;wk;yes;15.33;d
21.9;h;no;21.9;h
2.196;d;yes;52.704;h
21.99;h;no;21.99;h
2.2;h;yes;132;mi
2.2;mi;no;2.2;mi
220.48;mi;no;220.48;mi
22.1;d;no;22.1;d
2210;mi;yes;36.8333333333;h
221.6;h;yes;9.2333333333;d
222;d;no;222;d
222;mi;no;222;mi
2.22;h;yes;133.2;mi
22.2;d;no;22.2;d
22.2;h;no;22.2;h
2.23;d;yes;53.52;h
2.23;h;yes;133.8;mi
22.3;d;no;22.3;d
2.231;d;yes;53.544;h
223.8;mi;no;223.8;mi
223.9;h;yes;9.3291666667;d
224;h;yes;9.3333333333;d
224;mi;no;224;mi
2244;mi;yes;37.4;h
225;d;no;225;d
2.25;d;yes;54;h
2.25;mo;yes;67.5;d
2.254;d;yes;54.096;h
22.58;h;no;22.58;h
226;h;yes;9.4166666667;d
22.6;h;no;22.6;h
22.65;h;no;22.65;h
22.66;d;no;22.66;d
22.66;h;no;22.66;h
22.67;d;no;22.67;d
227;d;no;227;d
227;h;yes;9.4583333333;d
2.27;d;yes;54.48;h
22.7;h;no;22.7;h
22.7;mi;no;22.7;mi
227.5;mi;no;227.5;mi
2.28;h;yes;136.8;mi
22.8;d;no;22.8;d
229;mi;no;229;mi
22.95;h;no;22.95;h
23;dpf;no;23;remove
2.3;d;yes;55.2;h
230;dph;no;230;remove
2302;mi;yes;38.3666666667;h
2.31;h;yes;138.6;mi
23.1;d;no;23.1;d
23.15;h;no;23.15;h
2.32;d;yes;55.68;h
23.2;d;no;23.2;d
23.2;h;no;23.2;h
2.324;d;yes;55.776;h
23.26;h;no;23.26;h
233;mi;no;233;mi
23.3;mi;no;23.3;mi
234;mi;no;234;mi
2340;mi;yes;39;h
23.45;d;no;23.45;d
23.5;mi;no;23.5;mi
236;h;yes;9.8333333333;d
23.7;h;no;23.7;h
23.75;h;no;23.75;h
2377;mi;yes;39.6166666667;h
238;d;no;238;d
238;h;yes;9.9166666667;d
23.8;d;no;23.8;d
238.6;h;yes;9.9416666667;d
2.39;h;yes;143.4;mi
2397;mi;yes;39.95;h
23.98;h;no;23.98;h
24;dph;no;24;remove
2.4;d;yes;57.6;h
241;mi;no;241;mi
24.2;d;no;24.2;d
24.2;h;no;24.2;h
243;h;yes;10.125;d
2.43;h;yes;145.8;mi
2.43;mi;no;2.43;mi
24.3;d;no;24.3;d
243.84;mi;no;243.84;mi
244;d;no;244;d
244;h;yes;10.1666666667;d
244;mi;no;244;mi
244.6;mi;no;244.6;mi
244.82;mi;no;244.82;mi
24.5;mi;no;24.5;mi
2450;mi;yes;40.8333333333;h
246;d;no;246;d
246;h;yes;10.25;d
24.6;d;no;24.6;d
2.467;d;yes;59.208;h
247;h;yes;10.2916666667;d
247;mi;no;247;mi
2.47;h;yes;148.2;mi
24.7;d;no;24.7;d
2.473;d;yes;59.352;h
24.8;d;no;24.8;d
24.8;h;no;24.8;h
24.87;h;no;24.87;h
249;mi;no;249;mi
24.9;d;no;24.9;d
24.9;h;no;24.9;h
24.97;h;no;24.97;h
2.498;d;yes;59.952;h
25;hph;no;25;remove
250;dph;no;250;remove
2.51;d;yes;60.24;h
25.1;d;no;25.1;d
25.1;mi;no;25.1;mi
251;h;yes;10.4583333333;d
251.1;mi;no;251.1;mi
2512;h;yes;104.6666666667;d
25.13;h;no;25.13;h
25.16;h;no;25.16;h
252;mi;no;252;mi
2.52;h;yes;151.2;mi
25.25;h;no;25.25;h
253;mi;no;253;mi
25.3;d;no;25.3;d
25.3;h;no;25.3;h
2531;mi;yes;42.1833333333;h
25.34;h;no;25.34;h
2536;mi;yes;42.2666666667;h
254;d;no;254;d
2.54;d;yes;60.96;h
25.4;h;no;25.4;h
255;h;yes;10.625;d
25.5;d;no;25.5;d
255.3;h;yes;10.6375;d
25.55;h;no;25.55;h
255.7;h;yes;10.6541666667;d
256;mi;no;256;mi
2.56;h;yes;153.6;mi
256.4;mi;no;256.4;mi
257;mi;no;257;mi
2571;mi;yes;42.85;h
25.75;d;no;25.75;d
2.576;d;yes;61.824;h
258;h;yes;10.75;d
25.8;h;no;25.8;h
25.83;d;no;25.83;d
2.594;d;yes;62.256;h
259.7;h;yes;10.8208333333;d
259.94;mi;no;259.94;mi
26;dph;no;26;remove
260.33;h;yes;10.8470833333;d
261;h;yes;10.875;d
261;mi;no;261;mi
26.1;mi;no;26.1;mi
262;d;no;262;d
262;mi;no;262;mi
26.2;h;no;26.2;h
262.412;h;yes;10.9338333333;d
263;h;yes;10.9583333333;d
263;mi;no;263;mi
2.63;d;yes;63.12;h
26.3;d;no;26.3;d
26.3;h;no;26.3;h
26.31;h;no;26.31;h
2636;mi;yes;43.9333333333;h
26.4;h;no;26.4;h
26.47;h;no;26.47;h
266;h;yes;11.0833333333;d
2.66;h;yes;159.6;mi
2.663;d;yes;63.912;h
2.669;d;yes;64.056;h
26.75;h;no;26.75;h
268;h;yes;11.1666666667;d
268;mi;no;268;mi
2.68;h;yes;160.8;mi
269;h;yes;11.2083333333;d
26.9;h;no;26.9;h
270;h;yes;11.25;d
27.05;d;no;27.05;d
2707;mi;yes;45.1166666667;h
27.15;d;no;27.15;d
272;d;no;272;d
272;h;yes;11.3333333333;d
272;mi;no;272;mi
27.2;h;no;27.2;h
27211;mi;yes;18.8965277778;d
2.73;h;yes;163.8;mi
27.3;d;no;27.3;d
27.3;h;no;27.3;h
273.45;mi;no;273.45;mi
2.74;d;yes;65.76;h
274.4;h;yes;11.4333333333;d
2.75;d;yes;66;h
27.5;d;no;27.5;d
27.5;h;no;27.5;h
276;mi;no;276;mi
2.76;h;yes;165.6;mi
27.6;h;no;27.6;h
27.63;mi;no;27.63;mi
27.65;d;no;27.65;d
27.67;h;no;27.67;h
27.68;h;no;27.68;h
27.7;d;no;27.7;d
278;d;no;278;d
2.78;d;yes;66.72;h
27.8;d;no;27.8;d
2.79;h;yes;167.4;mi
27.94;h;no;27.94;h
28;ht;no;28;remove
28;mi;no;28;mi
280;mi;no;280;mi
2.81;d;yes;67.44;h
28.1;d;no;28.1;d
28.2;d;no;28.2;d
283;d;no;283;d
2.837;d;yes;68.088;h
28.39;h;no;28.39;h
284;d;no;284;d
284;h;yes;11.8333333333;d
284;mi;no;284;mi
2.84;d;yes;68.16;h
28.4;h;no;28.4;h
2846;mi;yes;47.4333333333;h
28.48;h;no;28.48;h
285;dpf;no;285;remove
2.85;h;yes;171;mi
28.55;d;no;28.55;d
28.57;h;no;28.57;h
2.86;h;yes;171.6;mi
28.6;d;no;28.6;d
28.6;h;no;28.6;h
28.63;h;no;28.63;h
2.87;d;yes;68.88;h
28.7;h;no;28.7;h
2.88;h;yes;172.8;mi
28.8;d;no;28.8;d
28.8;h;no;28.8;h
289;mi;no;289;mi
28.9;d;no;28.9;d
28.9;h;no;28.9;h
289.6;h;yes;12.0666666667;d
290;h;yes;12.0833333333;d
29.05;h;no;29.05;h
29.06;h;no;29.06;h
290.61;mi;no;290.61;mi
29.062;h;no;29.062;h
290.9;mi;no;290.9;mi
29.1;d;no;29.1;d
29.13;mi;no;29.13;mi
292;h;yes;12.1666666667;d
29.3;d;no;29.3;d
294;mi;no;294;mi
2946;mi;yes;49.1;h
29.46;h;no;29.46;h
2.95;d;yes;70.8;h
295;mi;no;295;mi
296;d;no;296;d
296;h;yes;12.3333333333;d
296.11;mi;no;296.11;mi
2.97;d;yes;71.28;h
29.7;h;no;29.7;h
29.7;mi;no;29.7;mi
297.07;mi;no;297.07;mi
298;h;yes;12.4166666667;d
298;mi;no;298;mi
298;s;no;298;s
29.86;d;no;29.86;d
29.89;h;no;29.89;h
2.995;mi;no;2.995;mi
3;dbh;no;3;remove
3;gs;no;3;remove
3;moph;no;3;remove
3;wph;no;3;remove
3000;h;yes;125;d
3.007;wk;yes;21.049;d
30.1;h;no;30.1;h
30.12;mi;no;30.12;mi
3015;mi;yes;50.25;h
301.98;h;yes;12.5825;d
302;mi;no;302;mi
3.02;h;yes;181.2;mi
3.024;d;yes;72.576;h
303;h;yes;12.625;d
3.03;h;yes;181.8;mi
303.15;h;yes;12.63125;d
30.33;h;no;30.33;h
30.4;d;no;30.4;d
30.4;h;no;30.4;h
304.86;mi;no;304.86;mi
3055;mi;yes;50.9166666667;h
30.6;h;no;30.6;h
3.061;h;yes;183.66;mi
3.068;d;yes;73.632;h
307;d;no;307;d
3072;mi;yes;51.2;h
30.75;d;no;30.75;d
3.083;h;yes;184.98;mi
3086;mi;yes;51.4333333333;h
309;mi;no;309;mi
3.1;d;yes;74.4;h
310;h;yes;12.9166666667;d
3100;dh;no;3100;remove
3100;mi;yes;51.6666666667;h
31.08;h;no;31.08;h
3.11;d;yes;74.64;h
31.1;h;no;31.1;h
31.18;h;no;31.18;h
31.2;d;no;31.2;d
31.4;h;no;31.4;h
31.4;mi;no;31.4;mi
31.5;d;no;31.5;d
31.5;h;no;31.5;h
316;h;yes;13.1666666667;d
31.66;h;no;31.66;h
31.66;mi;no;31.66;mi
317;mi;no;317;mi
3.17;h;yes;190.2;mi
31.7;h;no;31.7;h
3179;mi;yes;52.9833333333;h
318;mi;no;318;mi
31.8;h;no;31.8;h
319;mi;no;319;mi
31.96;d;no;31.96;d
320;mi;no;320;mi
3200;mi;yes;53.3333333333;h
3.21;d;yes;77.04;h
32.1;d;no;32.1;d
3.23;d;yes;77.52;h
32.3;d;no;32.3;d
324;d;no;324;d
32.4;h;no;32.4;h
325;mi;no;325;mi
32.6;h;no;32.6;h
3.27;h;yes;196.2;mi
32.7;d;no;32.7;d
32.75;d;no;32.75;d
32.77;h;no;32.77;h
3.28;h;yes;196.8;mi
32.89;h;no;32.89;h
32.9;d;no;32.9;d
3291;mi;yes;54.85;h
32.95;h;no;32.95;h
33;hph;no;33;remove
33;mo;yes;990;d
3.3;h;yes;198;mi
3.3;mi;no;3.3;mi
331;h;yes;13.7916666667;d
33.1;d;no;33.1;d
332;h;yes;13.8333333333;d
3.32;h;yes;199.2;mi
33.2;mi;no;33.2;mi
33.23;h;no;33.23;h
333;mi;no;333;mi
3.33;d;yes;79.92;h
33.33;h;no;33.33;h
33.36;h;no;33.36;h
3339;mi;yes;55.65;h
3.34;h;yes;200.4;mi
3347.02;mi;yes;55.7836666667;h
335;d;no;335;d
335;mi;no;335;mi
33.5;h;no;33.5;h
33.5;mi;no;33.5;mi
33.54;h;no;33.54;h
336;d;no;336;d
336;mi;no;336;mi
337;h;yes;14.0416666667;d
337;mi;no;337;mi
3.37;h;yes;202.2;mi
3.377;d;yes;81.048;h
338;d;no;338;d
33.8;mi;no;33.8;mi
3380;mi;yes;56.3333333333;h
33.9;d;no;33.9;d
34;dph;no;34;remove
34;mo;yes;1020;d
34.02;h;no;34.02;h
3.41;h;yes;204.6;mi
34.1;h;no;34.1;h
34.1;mi;no;34.1;mi
34.12;h;no;34.12;h
34.2;d;no;34.2;d
3424.19;mi;yes;57.0698333333;h
34.3;h;no;34.3;h
34.3;mi;no;34.3;mi
344;d;no;344;d
344;h;yes;14.3333333333;d
344;mi;no;344;mi
34.4;d;no;34.4;d
34.4;h;no;34.4;h
345;d;no;345;d
3.45;h;yes;207;mi
346;h;yes;14.4166666667;d
34.7;d;no;34.7;d
347.3;mi;no;347.3;mi
34.75;d;no;34.75;d
3.477;h;yes;208.62;mi
348;mi;no;348;mi
34.87;h;no;34.87;h
349;mi;no;349;mi
35;wk;yes;245;d
35.1;h;no;35.1;h
352;h;yes;14.6666666667;d
3.53;d;yes;84.72;h
35.3;d;no;35.3;d
35.3;mi;no;35.3;mi
354;d;no;354;d
354;mi;no;354;mi
35.48;h;no;35.48;h
355;d;no;355;d
35.5;d;no;35.5;d
3550;mi;yes;59.1666666667;h
35.58;mi;no;35.58;mi
3569;mi;yes;59.4833333333;h
3.57;h;yes;214.2;mi
35.7;d;no;35.7;d
35.7;mi;no;35.7;mi
357;mi;no;357;mi
358;mi;no;358;mi
3.58;d;yes;85.92;h
35.8;h;no;35.8;h
35.83;h;no;35.83;h
36;hpf;no;36;remove
3.6;mi;no;3.6;mi
360.8;mi;yes;6.0133333333;h
3612;mi;yes;60.2;h
36.2;d;no;36.2;d
3624.9;mi;yes;60.415;h
3.63;h;yes;217.8;mi
36.3;h;no;36.3;h
3.64;h;yes;218.4;mi
365;mi;yes;6.0833333333;h
36.5;d;no;36.5;d
36.5;h;no;36.5;h
3.655;d;yes;87.72;h
36.6;h;no;36.6;h
366;mi;yes;6.1;h
3.67;d;yes;88.08;h
36.7;h;no;36.7;h
368;d;no;368;d
368;mi;yes;6.1333333333;h
36.8;h;no;36.8;h
369;d;no;369;d
37;dph;no;37;remove
3.7;h;yes;222;mi
3.7;mi;no;3.7;mi
371;d;no;371;d
37.1;d;no;37.1;d
3.721;d;yes;89.304;h
373;d;no;373;d
3.74;h;yes;224.4;mi
374.2;h;yes;15.5916666667;d
37.5;h;no;37.5;h
3.754;d;yes;90.096;h
3.76;h;yes;225.6;mi
37.6;d;no;37.6;d
377;h;yes;15.7083333333;d
3.77;h;yes;226.2;mi
3.771;d;yes;90.504;h
378;h;yes;15.75;d
37.8;h;no;37.8;h
379;mi;yes;6.3166666667;h
3.79;d;yes;90.96;h
37.97;h;no;37.97;h
3.798;d;yes;91.152;h
379.9;mi;yes;6.3316666667;h
38;hpf;no;38;remove
380;d;no;380;d
380;mi;yes;6.3333333333;h
38.02;h;no;38.02;h
38.15;d;no;38.15;d
38.15;h;no;38.15;h
382;h;yes;15.9166666667;d
38.2;d;no;38.2;d
3821;mi;yes;63.6833333333;h
38.33;h;no;38.33;h
385;mi;yes;6.4166666667;h
38.5;h;no;38.5;h
38.58;h;no;38.58;h
3.87;d;yes;92.88;h
388;h;yes;16.1666666667;d
389;mi;yes;6.4833333333;h
38.9;h;no;38.9;h
38.9;d;no;38.9;d
3891;mi;yes;64.85;h
390;h;yes;16.25;d
39000;mi;yes;27.0833333333;d
39.1;h;no;39.1;h
39.1;mi;no;39.1;mi
39.17;h;no;39.17;h
39.3;mi;no;39.3;mi
39.33;h;no;39.33;h
39.48;h;no;39.48;h
39.5;mi;no;39.5;mi
39.52;h;no;39.52;h
39.54;h;no;39.54;h
395.6;mi;yes;6.5933333333;h
396;mi;yes;6.6;h
39.6;h;no;39.6;h
39.62;mi;no;39.62;mi
3.97;h;yes;238.2;mi
398;mi;yes;6.6333333333;h
3.98;h;yes;238.8;mi
399;h;yes;16.625;d
3.99;d;yes;95.76;h
39.9;d;no;39.9;d
